stop_id,stop_name,stop_lat,stop_lon
2_7984,ст.м. Мінська,50.51250457763672,30.49573516845703
2_7985,ст.м. Мінська,50.51206588745117,30.495370864868164
2_9189,ст.м. Мінська,50.512367248535156,30.496992111206055
2_9190,ст.м. Мінська,50.51201248168945,30.49666976928711
2_31,ст.м. Нивки,50.45967483520508,30.405752182006836
2_34,ст.м. Нивки,50.45994567871094,30.405914306640625
2_45,ст.м. Нивки,50.459068298339844,30.405397415161133
2_46,ст.м. Нивки,50.45960998535156,30.405935287475586
2_9877,ст.м. Нивки,50.45973587036133,30.405832290649414
2_9884,ст.м. Нивки,50.46001052856445,30.406036376953125
2_222,ст.м. Палац спорту,50.4387092590332,30.52061653137207
2_223,ст.м. Палац спорту,50.43777847290039,30.52056312561035
2_236,ст.м. Палац спорту,50.43839645385742,30.52094268798828
2_5288,ст.м. Палац спорту,50.43864440917969,30.521638870239258
2_5289,ст.м. Палац спорту,50.43852996826172,30.521371841430664
2_5475,ст.м. Палац спорту,50.438209533691406,30.520843505859375
2_5476,ст.м. Палац спорту,50.437767028808594,30.520694732666016
2_201,ст.м. Пл. Укр. Героїв,50.43941879272461,30.516788482666016
2_202,ст.м. Пл. Укр. Героїв,50.439579010009766,30.515735626220703
2_4305,ст.м. Пл. Укр. Героїв,50.439884185791016,30.518035888671875
2_4306,ст.м. Пл. Укр. Героїв,50.43975067138672,30.517744064331055
2_6677,ст.м. Пл. Укр. Героїв,50.439857482910156,30.51772117614746
2_6678,ст.м. Пл. Укр. Героїв,50.439674377441406,30.514596939086914
2_6872,ст.м. Пл. Укр. Героїв,50.44007110595703,30.51828384399414
2_6873,ст.м. Пл. Укр. Героїв,50.43950271606445,30.517126083374023
2_9880,ст.м. Пл. Укр. Героїв,50.43967819213867,30.5173282623291
2_9881,ст.м. Пл. Укр. Героїв,50.4394416809082,30.516719818115234
2_25,ст.м. Святошин,50.45780944824219,30.388044357299805
2_26,ст.м. Святошин,50.458038330078125,30.388080596923828
2_7323,ст.м. Сирець,50.476890563964844,30.43120574951172
2_9902,ст.м. Сирець,50.47689437866211,30.431137084960938
2_9903,ст.м. Сирець,50.47672653198242,30.43068504333496
2_194,ст.м. Університет,50.4444580078125,30.506336212158203
2_200,ст.м. Університет,50.44438934326172,30.5062255859375
2_32,ст.м. Шулявська,50.45452117919922,30.44513702392578
