shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1_5_1,50.43886184692383,30.42249870300293,190,
1_51_0,50.449485778808594,30.63626480102539,190,
1_51_1,50.43148422241211,30.650741577148438,190,
1_667_0,50.4478874206543,30.674863815307617,190,
1_667_1,50.44099807739258,30.639076232910156,190,
1_1_0,50.428619384765625,30.38564109802246,200,
1_1_1,50.44566345214844,30.460594177246094,200,
1_36_0,50.49726867675781,30.462366104125977,200,
1_36_1,50.498046875,30.462390899658203,200,
1_37_0,50.49345016479492,30.462121963500977,200,
1_37_1,50.52971267700195,30.43054962158203,200,
1_38_0,50.46209716796875,30.49615478515625,200,
1_38_1,50.44078063964844,30.408525466918945,200,
1_389_0,50.49887466430664,30.462051391601562,200,
1_389_1,50.5290412902832,30.414400100708008,200,
1_39_0,50.461212158203125,30.482545852661133,200,
1_39_1,50.44078063964844,30.408525466918945,200,
1_4_0,50.42101287841797,30.380884170532227,200,
1_4_1,50.41205596923828,30.39645767211914,200,
