name,geometry
"Парк ""Нивки""",POINT (30.4120129 50.4588489)
ст. м. Берестейська,POINT (30.4200866 50.4578973)
Вул. Машинобудівна,POINT (30.418508 50.4503531)
Селище ДВС,POINT (30.4634744 50.5668654)
Санаторій Конча-Заспа,POINT (30.5837467 50.2942601)
Вул. Адама Міцкевича,POINT (30.4528098 50.4371425)
Вул. Миколи Голего,POINT (30.4440769 50.4403862)
Вул. Олександра Бринжали,POINT (30.4129927 50.469785)
Вул. Максима Кривоноса,POINT (30.4664012 50.4227893)
Вул. Володимира Брожка,POINT (30.493112 50.4079511)
Вул. Максима Кривоноса,POINT (30.466805 50.4223915)
Вул. Федора Андерса,POINT (30.4478891 50.4153571)
Вул. Вінницька,POINT (30.4516149 50.4182399)
Жуляни 2,POINT (30.4323213 50.3898831)
Одеська площа,POINT (30.4570228 50.3718012)
Вул. Тростянецька,POINT (30.6486399 50.4153623)
Вул. Космонавта Поповича,POINT (30.630856 50.4873637)
Вул. Космонавта Поповича,POINT (30.6313532 50.4870409)
Львівська площа,POINT (30.5055047 50.4554568)
вул. Кіпріанова,POINT (30.3788771 50.4355788)
Магазин Континент,POINT (30.3807316 50.4359361)
вул. Гната Юри,POINT (30.3831897 50.4365467)
вул. Гната Юри,POINT (30.3820633 50.4363866)
вул. Героїв Космосу,POINT (30.3876236 50.4380303)
"Завод ""Буддеталь""",POINT (30.38489 50.4406067)
"Завод ""Буддеталь""",POINT (30.3847985 50.4411997)
АТП-3,POINT (30.3892199 50.4438081)
Пров. святошинський,POINT (30.3886669 50.4486867)
Вул. Пост-Волинська,POINT (30.423586 50.4142063)
Вул. Пост-Волинська,POINT (30.4233775 50.4143342)
Поліклініка,POINT (30.3827511 50.4361056)
АТП-3,POINT (30.389627 50.4443691)
Вул. Якуба Коласа,POINT (30.3864808 50.4375108)
Провулок Святошинський,POINT (30.3887558 50.4494431)
вулиця Вахтанга Кікабідзе,POINT (30.4093263 50.4124141)
просп. Академіка Корольова,POINT (30.4107822 50.4120637)
Київ-Волинський,POINT (30.4287258 50.4131016)
Борщагівський хімзавод,POINT (30.4177241 50.4125223)
Масив Борщагівка,POINT (30.3998909 50.4096631)
Дитячий садок,POINT (30.4041574 50.4105359)
Торгівельний центр,POINT (30.3916593 50.4164504)
Вулиця Григоровича-Барського,POINT (30.3960291 50.4115023)
Вулиця Зодчих,POINT (30.3736551 50.4196949)
ТЦ Маклай,POINT (30.3698213 50.4217179)
Вул. Верховинна,POINT (30.357786 50.4520853)
вул. Зодчих,POINT (30.3692665 50.4250463)
УЖГ-1,POINT (30.4040074 50.4077333)
Бульвар Миколи Руденка,POINT (30.3746568 50.4251308)
Поліклініка,POINT (30.3836842 50.4352103)
Григоровича Барського,POINT (30.3967087 50.412143)
Вулиця Василя Доманицького,POINT (30.3850205 50.4259895)
Парк Совки (на вимогу),POINT (30.375269 50.4389263)
Бульв. Жуля Верна,POINT (30.3701518 50.4319253)
Бульв. Жуля Верна,POINT (30.3694849 50.4324893)
Житлові будинки,POINT (30.4008228 50.4086598)
Торгівельний центр,POINT (30.3921375 50.4159216)
вул. Тулузи,POINT (30.3652639 50.4298423)
Вулиця Василя Доманицького,POINT (30.384391 50.4257302)
вулиця Академіка Кіпріанова,POINT (30.3779494 50.4396924)
бул. Жуля Верна,POINT (30.3675492 50.4362572)
пров. Миру,POINT (30.4153557 50.4103518)
Корчуватський КБМ,POINT (30.5501335 50.3701056)
Корчувате-2,POINT (30.54996 50.3644222)
Хлібзавод №12,POINT (30.3761072 50.4347684)
Бульвар Жуля Верна,POINT (30.3758746 50.4267121)
Вулиця Академіка Сєркова,POINT (30.3805336 50.4279338)
вулиця Гарматна,POINT (30.4344923 50.438131)
Вул. Гарматна,POINT (30.4359861 50.437647)
Вул. Миколи Василенка,POINT (30.4240288 50.439522)
вулиця Академіка Кіпріанова,POINT (30.3780478 50.4396311)
вул. Почайнинська,POINT (30.5132323 50.4751425)
вул. Турівська,POINT (30.5156508 50.4744237)
вул. Турівська,POINT (30.515982 50.4744686)
вул. Почайнинська,POINT (30.5129019 50.4753279)
Вул. Юрківська,POINT (30.5090259 50.4751901)
Школа 131,POINT (30.3778076 50.4229489)
Тролейбусне депо №1,POINT (30.4681334 50.3917161)
Вулиця Макіївська,POINT (30.4537393 50.5058743)
Вулиця Автозаводська,POINT (30.4575957 50.50498)
Вулиця Бережанська,POINT (30.4637851 50.5057441)
Вулиця Сім'ї Кульженків,POINT (30.4681262 50.5058339)
Завод ЗБК,POINT (30.4737733 50.5066631)
Станція метро «Мінська»,POINT (30.496493 50.5125379)
Оболонський проспект,POINT (30.5013335 50.5124671)
Вулиця Прирічна,POINT (30.5063972 50.5130394)
Дитячий садок,POINT (30.5114866 50.5167924)
Універсам,POINT (30.5135537 50.5202827)
Податкова інспекція,POINT (30.5149491 50.5240431)
Вулиця Північна,POINT (30.5162779 50.5265857)
Вулиця Північна,POINT (30.5162802 50.526741)
Вулиця Північна,POINT (30.516568 50.5267654)
Податкова інспекція,POINT (30.5156835 50.5243505)
Універсам,POINT (30.5139213 50.5210785)
Дитячий садок,POINT (30.5120919 50.5169148)
Райдержадміністрація,POINT (30.5006483 50.5119498)
Станція метро «Мінська»,POINT (30.496377 50.5120149)
Завод ЗБК,POINT (30.4755338 50.5066337)
Вулиця Сім'ї Кульженків,POINT (30.4700559 50.5058607)
Вулиця Бережанська,POINT (30.4654634 50.5055798)
Вулиця Вишгородська,POINT (30.4479708 50.5054022)
"ст. м. Оболонь, №395 (Київ-Ірпінь)",POINT (30.4960001 50.5017563)
Вул. Ростиславська,POINT (30.4736165 50.4559452)
Бессарабська площа,POINT (30.5214878 50.44281)
вул. Вінстона Черчилля,POINT (30.6337459 50.455129)
ст. м. «Контрактова площа»,POINT (30.5171019 50.4643962)
Вул. Сікорського,POINT (30.4306491 50.4645066)
"Риборозплідне господарство ""Нивка""",POINT (30.2808215 50.4498612)
Чайка,POINT (30.3106937 50.4525403)
бул. В. Гавела,POINT (30.4103343 50.4376766)
вул. Віталія Скакуна,POINT (30.4107627 50.4381934)
Професійний коледж,POINT (30.4344902 50.4513218)
вул. Обсерваторна,POINT (30.5016468 50.4526513)
вул. Обсерваторна,POINT (30.502017 50.4526829)
Вул. Володимирська,POINT (30.5155908 50.4553494)
Бикiвня-1,POINT (30.6713325 50.4737338)
Гіпермаркет,POINT (30.6556181 50.4680082)
Дитячий садок,POINT (30.6693335 50.4839813)
Дитячий садок,POINT (30.669123 50.483983)
Радіоцентр,POINT (30.6691914 50.4853842)
Рембудзв'язок,POINT (30.6691766 50.4799943)
Рембудзв'язок,POINT (30.6693349 50.4800746)
Хвилинка,POINT (30.6648744 50.4721466)
ШЕУ Дніпровського району,POINT (30.6605355 50.4693703)
ШЕУ Дніпровського району,POINT (30.66126 50.4711214)
Школа,POINT (30.6695803 50.4734733)
Вул. Радистів,POINT (30.6693362 50.4815168)
Вул. Радистів,POINT (30.6691538 50.4817728)
пров. Биківнянський,POINT (30.6698418 50.4759234)
пров. Биківнянський,POINT (30.6697412 50.4763262)
пров. Кадіївський,POINT (30.6759368 50.4755076)
Нижній Вал,POINT (30.5135232 50.4672217)
"""Старий Дуб""",POINT (30.7243761 50.4874497)
Вул. Кадетський Гай,POINT (30.4642219 50.4148963)
Вул. Грузинська,POINT (30.6704426 50.4095066)
Дитяча поліклініка №2,POINT (30.6617989 50.4148416)
Дитяча поліклініка №2,POINT (30.6619942 50.4150274)
ст. м. «Палац Спорту»,POINT (30.5205906 50.4374562)
вул. Фізкультури,POINT (30.5133836 50.4317882)
Вул. Самійла Кішки,POINT (30.4595806 50.3828575)
Дніпровська набережна,POINT (30.6172388 50.4060051)
Вул. Охтирська,POINT (30.4793972 50.3975225)
Вул. Охтирська,POINT (30.4794214 50.3973806)
Житловий масив,POINT (30.4728307 50.3921373)
Житловий масив,POINT (30.4722373 50.3922493)
Вулиця Ореста Субтельного,POINT (30.5122242 50.4884469)
Вул. А. Головка,POINT (30.4799842 50.4195919)
вул. Почайнинська,POINT (30.5199699 50.4673869)
вул. Олевська,POINT (30.3404901 50.4796665)
Кільцева Дорога,POINT (30.3673053 50.4261048)
Вул. Ушакова,POINT (30.3417584 50.4545801)
Синява,POINT (30.4701706 50.3773223)
Володарка,POINT (30.470305 50.3772735)
Узин,POINT (30.4705549 50.3772176)
Біла Церква,POINT (30.470444 50.3772392)
Храм на честь Ікони Божої Матері «Всецариця»,POINT (30.6198017 50.5287984)
Цирк,POINT (30.4922024 50.4481716)
м.221,POINT (30.3636092 50.4931796)
вулиця Вікентія Хвойки,POINT (30.4783873 50.481172)
Мікрорайон Віта-Литовська,POINT (30.5624945 50.3245698)
вул. Сімферопольська,POINT (30.6444208 50.4300159)
ТЦ Відрадний,POINT (30.4102315 50.436503)
бул. Вацлава Гавела,POINT (30.4112199 50.4358453)
Поліклініка,POINT (30.4132424 50.4363752)
вул. Метробудівська,POINT (30.4135385 50.4392312)
Медмістечко,POINT (30.410986 50.436706)
бул. Вацлава Гавела,POINT (30.4108945 50.4360999)
Вул. Смілянська,POINT (30.4568567 50.4206126)
вул. Сержа Лифаря,POINT (30.6123475 50.5114614)
Вулиця Мостицька,POINT (30.452058 50.4999963)
площа Петра Кривоноса,POINT (30.4914036 50.4368308)
вулиця Гетьмана Павла Скоропадського,POINT (30.4993253 50.441723)
Терещенківська вул.,POINT (30.5138783 50.4407274)
ст. м. «Контрактова площа»,POINT (30.5135182 50.4666735)
Ліцей №293,POINT (30.6236311 50.5291866)
"""Старий Дуб""",POINT (30.7236953 50.4866969)
вул. Оленівська,POINT (30.5063489 50.4752866)
вул. Оленівська,POINT (30.5065207 50.4751067)
вулиця Котельникова,POINT (30.388231 50.4531058)
вулиця Котельникова,POINT (30.3881026 50.4526332)
Вул. Софії Русової,POINT (30.625224 50.3895937)
Вул. Софії Русової,POINT (30.6252603 50.3891082)
Вул. Єлизавети Чавдар,POINT (30.626144 50.3860468)
Вул. Єлизавети Чавдар,POINT (30.626489 50.3856601)
Дитячий садок,POINT (30.6233483 50.3929172)
Дитячий садок,POINT (30.6232079 50.3929324)
Вул. Григорія Ващенка,POINT (30.620007 50.3934156)
Медична амбулаторія,POINT (30.6221178 50.4024071)
Вул. Срібнокільська,POINT (30.6223592 50.4042368)
Вул. Затишна,POINT (30.625653 50.4246606)
Вул. Тепловозна,POINT (30.6317064 50.4260931)
Дарницьке кладовище,POINT (30.6351775 50.4271691)
Інститут кібернетики,POINT (30.5308626 50.390493)
Одеська площа,POINT (30.4572842 50.3687629)
Дитячий садок,POINT (30.4047543 50.4104575)
Проспект Відрадний,POINT (30.4234808 50.4148946)
ДБК - 3,POINT (30.4243069 50.4168784)
ДБК - 3,POINT (30.423907 50.4161788)
Вул. Литвиненко-Вольгемут,POINT (30.3766295 50.4207868)
РМЗ,POINT (30.4250217 50.419598)
РМЗ,POINT (30.4248153 50.4192598)
Школа,POINT (30.6412927 50.4878704)
Автостоянка,POINT (30.6375081 50.4888892)
Дитячий садок,POINT (30.6318728 50.4891367)
Дитячий садок,POINT (30.6318513 50.4889677)
Автостоянка,POINT (30.6377942 50.4885783)
Лісовий масив,POINT (30.6441653 50.4866025)
Лісовий масив,POINT (30.6430735 50.4854171)
ш. Стратегічне,POINT (30.5295893 50.3992082)
Проспект Оболонський,POINT (30.4971793 50.5225235)
"Ст. м. ""Героїв Дніпра"" (397)",POINT (30.4995137 50.5236563)
Академія водного транспорту,POINT (30.5234975 50.4915531)
Вулиця Зої Гайдай,POINT (30.4914955 50.5150193)
Вулиця Зої Гайдай,POINT (30.4917207 50.5151049)
"Станція метро ""Героїв Дніпра""",POINT (30.4995103 50.5239082)
"Станція метро ""Героїв Дніпра""",POINT (30.4995163 50.5240566)
"Станція метро ""Героїв Дніпра""",POINT (30.4995396 50.5244795)
"Станція метро ""Героїв Дніпра""",POINT (30.4995368 50.5246746)
Дитячий садок,POINT (30.5940388 50.4811201)
вул. Оленівська,POINT (30.5031371 50.4722545)
Вулиця Добрий Шлях,POINT (30.5267531 50.3903476)
ТРЦ Лавина,POINT (30.3643381 50.4939558)
Вул. Андрія Головка,POINT (30.4828624 50.4223887)
Поліклініка,POINT (30.4807708 50.4232927)
Вул. М.Грінченка,POINT (30.5045658 50.4263523)
Михайлівська площа,POINT (30.5183804 50.4554373)
Майдан Незалежності,POINT (30.5222455 50.4520105)
Вулиця Приозерна,POINT (30.5211211 50.4939072)
Вул. Михайла Максимовича,POINT (30.4660527 50.3907537)
Академія Служби Безпеки України,POINT (30.476269 50.392516)
пров. Охтирський,POINT (30.4798738 50.3928512)
Медучилище,POINT (30.6197866 50.4749832)
"Ринок ""Лісовий""",POINT (30.6245283 50.4704912)
Вул. Джона Маккейна,POINT (30.5451899 50.4215509)
Кругла Башта,POINT (30.5421947 50.4244552)
"Завод ""Арсенал""",POINT (30.5448663 50.4400961)
Торгово-економічний університет,POINT (30.6360841 50.4647929)
Вул. Тростянецька,POINT (30.6452291 50.4142764)
станція Київ-Деміївський,POINT (30.5368103 50.4028388)
4-й мікрорайон,POINT (30.5058572 50.5035904)
вулиця Приозерна,POINT (30.5070467 50.4910251)
Лісове кладовище,POINT (30.6240817 50.5028873)
Вул. Ореста Левицького,POINT (30.6361892 50.4796696)
ж/м Вітряні Гори,POINT (30.430429 50.5113473)
Вулиця Галицька,POINT (30.4410994 50.5098721)
Вулиця Красицького,POINT (30.4371508 50.5201744)
Вул. Красицького,POINT (30.4371815 50.5200934)
вулиця Перемишльська,POINT (30.4329998 50.5134315)
Вулиця Перемишльська,POINT (30.4355365 50.5116968)
Полковий провулок,POINT (30.4256796 50.4920974)
Вулиця Полкова,POINT (30.4243205 50.4927189)
Вул. Білицька,POINT (30.4210736 50.4894715)
Вул. Білицька,POINT (30.4214467 50.4892153)
Академія сучасного мистецтва,POINT (30.4135331 50.4908185)
Академія сучасного мистецтва,POINT (30.4128183 50.4908994)
"Завод ""Квазар""",POINT (30.4171934 50.49028)
"Завод ""Квазар""",POINT (30.4165976 50.4906317)
Медичний центр,POINT (30.425329 50.5122257)
Вул. Академіка Ромоданова,POINT (30.4674429 50.4698026)
Вул. Академіка Ромоданова,POINT (30.467554 50.4694951)
Вулиця Салютна,POINT (30.4059872 50.4723764)
Вулиця Салютна,POINT (30.4057115 50.4716628)
Вулиця Ружинська,POINT (30.4059988 50.4703634)
Національна бібліотека України для дітей,POINT (30.4210908 50.4702543)
Ст. м. Лісова (788),POINT (30.6444548 50.4646479)
Селище ДВС,POINT (30.4639132 50.5667117)
пр. Петра Григоренка,POINT (30.6275011 50.4114747)
Лісове кладовище (центральний вхід),POINT (30.6214914 50.4994878)
Вул. Григорія Гуляницького,POINT (30.4578875 50.3918292)
УТОС,POINT (30.638664 50.475781)
вул. Щекавицька,POINT (30.5107294 50.4699015)
Вул. Госпітальна,POINT (30.5254349 50.4380478)
Епіцентр К7 -Почайна,POINT (30.4805505 50.5208111)
Епіцентр К7 - Виноградар,POINT (30.4805452 50.5206679)
Ринок «Березняки»,POINT (30.6036251 50.4340798)
Торговельний центр,POINT (30.5073909 50.5085853)
Станція метро «Мінська»,POINT (30.4998658 50.5119487)
Станція метро «Мінська»,POINT (30.4972756 50.5125849)
Цементний завод,POINT (30.5415042 50.3542934)
Цементний завод,POINT (30.5418025 50.3544414)
Вул. Пирогівський Шлях,POINT (30.5440855 50.3589289)
Завод ЗБК,POINT (30.5456577 50.3626709)
На вимогу,POINT (30.5422792 50.3556623)
Вул. Пирогівський Шлях,POINT (30.543582 50.3580788)
Завод ЗБК,POINT (30.5460402 50.3632691)
Станція метро “Хрещатик”,POINT (30.521711 50.4472113)
Вулиця Північна,POINT (30.516237 50.5262815)
Вулиця Північна,POINT (30.5162437 50.5268031)
Вулиця Північна,POINT (30.5162416 50.5268835)
Вулиця Прирічна,POINT (30.5082248 50.5140097)
"Станція метро ""Мінська""",POINT (30.4991155 50.51452)
Станція метро «Мінська»,POINT (30.4971485 50.5120117)
Проспект Оболонський,POINT (30.4948014 50.5226659)
Вулиця Героїв Дніпра,POINT (30.4914747 50.5197652)
Завод «Оболонь»,POINT (30.4832735 50.512484)
Фабрика кулінарії (на вимогу),POINT (30.4841662 50.5101839)
вул. Героїв полку Азов,POINT (30.4898194 50.5052789)
Супермаркет,POINT (30.4979378 50.5107298)
Супермаркет,POINT (30.4990418 50.5100199)
5-й мікрорайон,POINT (30.4978073 50.5046513)
4-й мікрорайон,POINT (30.4988889 50.5046627)
"Станція метро ""Сирець""",POINT (30.4300743 50.4769011)
Станція метро «Оболонь»,POINT (30.5007715 50.5015952)
Станція метро «Оболонь»,POINT (30.5009838 50.5013927)
Станція метро «Оболонь»,POINT (30.5013095 50.5013875)
Cтанція Оболонь,POINT (30.5282661 50.4827353)
Станція Оболонь,POINT (30.5268734 50.4827733)
Автостоянка,POINT (30.5313648 50.4826959)
"Завод ""Північний кiвш""",POINT (30.5026022 50.483444)
"Завод ""Північний кiвш""",POINT (30.5021537 50.4835843)
Станція Почайна,POINT (30.4977461 50.4787583)
Станція Почайна,POINT (30.4983979 50.4797756)
Льодовий стадіон,POINT (30.4650076 50.3741587)
Станція метро «Іподром»,POINT (30.4664506 50.3756461)
Парк «Позняки»,POINT (30.6338518 50.4019491)
Вулиця Верховинна,POINT (30.3573217 50.452304)
Вулиця Западинська,POINT (30.4460117 50.5081124)
Вулиця Автотранспортна,POINT (30.7063875 50.3764001)
Школа,POINT (30.7000779 50.3807033)
Вулиця Нектарна,POINT (30.6956782 50.3836889)
БУЗС,POINT (30.6904136 50.387405)
Вулиця Геофізиків,POINT (30.6934502 50.389991)
Вул. Петра Прокоповича,POINT (30.6964251 50.3925631)
Вул. Світла,POINT (30.6939259 50.3960918)
Кладовище,POINT (30.699514 50.3677498)
Вулиця Івана Франка,POINT (30.6904331 50.3626614)
Насінневий завод,POINT (30.6986023 50.5540274)
Автостоянка,POINT (30.5077213 50.4006187)
Автостоянка,POINT (30.5072545 50.4005281)
Пров. Васильківський,POINT (30.503366 50.3991419)
Пров. Васильківський,POINT (30.5028773 50.3991789)
Вул. Михайла Стельмаха,POINT (30.5004786 50.3986288)
Вул. Михайла Стельмаха,POINT (30.4996764 50.3988655)
Вул. Деміївська,POINT (30.513456 50.4059086)
Вул. Деміївська,POINT (30.5130132 50.4047301)
Вул. Ракетна,POINT (30.5425404 50.3886971)
На вимогу,POINT (30.516906 50.3709055)
Госпіталь,POINT (30.5279107 50.3697529)
"Автостанція ""Дачна""",POINT (30.35237 50.4549015)
"Автостанція ""Дачна""",POINT (30.3523629 50.4552483)
вул. П.Чаадаєва,POINT (30.3732463 50.434117)
Інститут цукрових буряків,POINT (30.491635 50.4187018)
Вулиця Жилянська,POINT (30.4954053 50.4431701)
"Автостанція ""Київ""",POINT (30.4921804 50.4423439)
Ст. м. Лісова,POINT (30.6455436 50.464859)
Ст. м. Лісова,POINT (30.645343 50.4651547)
Гіпермаркет,POINT (30.6557846 50.4677009)
Меморіал,POINT (30.6892321 50.4769307)
Лісництво,POINT (30.2527728 50.4455964)
Лісництво,POINT (30.2526586 50.445422)
Поворот на...,POINT (30.3101206 50.4521161)
Вул. Олексіївська,POINT (30.477061 50.4257559)
Вул. Саксаганського,POINT (30.5201577 50.4360394)
Вул. Смілянська,POINT (30.4548096 50.4211244)
Залізничний масив,POINT (30.4902819 50.4256486)
АТБ-Маркет,POINT (30.6937531 50.3849726)
ЖК Східна брама,POINT (30.6915864 50.3973915)
Гіпермаркет,POINT (30.3645211 50.4975856)
Вул. Китаївська,POINT (30.5457071 50.3725325)
Вул. Китаївська,POINT (30.5447842 50.3724914)
Вулиця Автотранспортна,POINT (30.7059967 50.3769866)
ст. м. «Бориспільська»,POINT (30.6804189 50.4039005)
вул. Братів Чибінєєвих,POINT (30.6766193 50.4061965)
вул. Братів Чибінєєвих,POINT (30.6759587 50.4066751)
Міська лікарня №1,POINT (30.6660018 50.4125924)
Тростянецька вулиця,POINT (30.6574209 50.4217434)
Новодарницька вулиця,POINT (30.6543203 50.4258783)
Залізничний вокзал «Дарниця»,POINT (30.6489996 50.4312004)
Вулиця Тростянецька,POINT (30.6557961 50.4192825)
Вул. Мечникова,POINT (30.526286 50.4385082)
ст. м. Кловська,POINT (30.5310606 50.4372016)
Кловський узвіз,POINT (30.537157 50.4384706)
Вул. Смілянська,POINT (30.4550867 50.4217546)
Вул. Гарматна,POINT (30.434192 50.4510566)
Вул. Петра Нестерова,POINT (30.4413971 50.4556849)
"Інноваційний парк ""ЮНІТ СІТІ""",POINT (30.4619681 50.4703923)
Пров. Лютневий,POINT (30.461812 50.4836784)
Пошта №86,POINT (30.4562902 50.48305)
Автостоянка,POINT (30.4521476 50.4826567)
вул. Дегтярівська,POINT (30.4745431 50.4618712)
Вул. Молдавська,POINT (30.4737472 50.4595618)
Інститут автоматики,POINT (30.4836112 50.4725646)
Софійська площа,POINT (30.5174299 50.4540448)
Лікарня (на вимогу),POINT (30.4244316 50.4884972)
Дарницька площа,POINT (30.6248443 50.444372)
Вул. Симона Петлюри,POINT (30.5000654 50.4451231)
вул. Симона Петлюри,POINT (30.4979325 50.4439905)
Готель «Кооператор»,POINT (30.5078882 50.4363745)
Пішохідний міст,POINT (30.535283 50.4541992)
Пам'ятник Магдебузькому праву,POINT (30.530079 50.4567957)
Вул. Романа Ратушного,POINT (30.4863785 50.4229165)
Києво-Печерська лавра,POINT (30.554451 50.4349969)
Вул. Липківського,POINT (30.4885622 50.4365303)
Вул. Волинська,POINT (30.443017 50.414136)
"Інноваційний парк ""ЮНІТ СІТІ""",POINT (30.4631185 50.4703535)
Вулиця Салютна,POINT (30.405713 50.4713963)
Вул. Грушецька,POINT (30.430755 50.4568018)
Cтанцвя метро Берестейська,POINT (30.4202503 50.4585274)
ст. м. Берестейська,POINT (30.4215724 50.4586669)
Поліклініка №3,POINT (30.3470762 50.4565882)
Ашан Чернігівська,POINT (30.6388912 50.4554191)
Інститут автоматики,POINT (30.484345 50.4717789)
"Церква Спаса на Берестові, Меморіал жертв Голодомору",POINT (30.5531732 50.4367567)
Вул. Обухівська,POINT (30.3332889 50.466983)
Вул. Обухівська,POINT (30.3287873 50.4653106)
Вулиця Межова,POINT (30.4322075 50.5083059)
Вулиця Межова,POINT (30.4312538 50.509116)
Медичний центр,POINT (30.4260441 50.5121221)
Німанська вул.,POINT (30.5488444 50.4169302)
Медичний центр,POINT (30.4235633 50.5124253)
Вулиця Голосіївська,POINT (30.5139468 50.3984988)
Вулиця Горяна,POINT (30.5196426 50.3947606)
Вулиця Конотопська,POINT (30.5224715 50.3930366)
Гуртожиток № 8,POINT (30.5176402 50.3875523)
Гуртожиток № 8,POINT (30.5173414 50.3874797)
Бул. Тараса Шевченка,POINT (30.5156204 50.4432561)
Вул. Козацька,POINT (30.4902798 50.3961157)
Вулиця Академіка Янгеля,POINT (30.4531172 50.4502992)
вул. 10-а Садова,POINT (30.5797047 50.4715754)
Вул. Холодноярська,POINT (30.4906711 50.4068341)
Вул. Холодноярська,POINT (30.491277 50.4073637)
Ветеринарна лікарня,POINT (30.4973254 50.4059534)
Вул. Генерала Момота,POINT (30.494617 50.4035857)
вул. Семена Палія,POINT (30.4955578 50.3996167)
Вул. Козацька,POINT (30.4996441 50.3999646)
Храм,POINT (30.4618371 50.3720421)
Автовокзал,POINT (30.5195152 50.4053918)
станція метро Нивки,POINT (30.4023885 50.4586164)
Вул. Жуковського,POINT (30.4916237 50.396426)
Магазин Добродій,POINT (30.5123308 50.4360384)
ст. м. Олімпійська,POINT (30.5161952 50.4323383)
Майдан Незалежності,POINT (30.5232915 50.4511451)
Майдан Незалежності,POINT (30.5231649 50.4495623)
ст.м. Золоті ворота,POINT (30.5142728 50.4485675)
Вул. Софіївська,POINT (30.5157794 50.452238)
Школа,POINT (30.4495096 50.392433)
Школа,POINT (30.44981 50.3923201)
Вул. Морських Піхотинців,POINT (30.4535929 50.3923863)
Вул. Морських Піхотинців,POINT (30.4534811 50.3924877)
Вул. Березняківська,POINT (30.6131846 50.4347567)
проспект Соборності,POINT (30.6109248 50.4370198)
Поліклініка,POINT (30.4335232 50.3932747)
Клуб,POINT (30.4411832 50.3937976)
Вул. Повітрофлотська,POINT (30.4379259 50.3929516)
Вул. Лугова,POINT (30.4452229 50.39227)
Вул. Сергія Колоса,POINT (30.4452248 50.3921605)
Поліклініка,POINT (30.4342191 50.3939374)
Вул. Шевченка,POINT (30.4366259 50.3933506)
Вул. Набережна,POINT (30.4397441 50.3940407)
Вулиця Старовокзальна,POINT (30.4939485 50.443731)
Національний університет технології та дизайну,POINT (30.5357761 50.4304957)
Військовий госпіталь,POINT (30.535592 50.4300756)
"Пансіонат ""Чайка""",POINT (30.3120222 50.4519264)
вул. Українського Відродження,POINT (30.2815238 50.4450193)
Вул. Байкова,POINT (30.5079711 50.4158318)
Вул. Ямська,POINT (30.5168667 50.4191472)
Вул. Ямська,POINT (30.515998 50.4184825)
АТП-6,POINT (30.5162789 50.4118531)
Вул. Володимира Брожка,POINT (30.5161612 50.4131561)
Дослідний завод,POINT (30.5404823 50.3893453)
Пров. Ягідний,POINT (30.5301504 50.3702154)
Пров. Ягідний,POINT (30.5296279 50.3702597)
Вул. Альпійська,POINT (30.5016437 50.4030198)
Вул. Карпатської Січі,POINT (30.4949234 50.4016044)
Галерна затока,POINT (30.5540392 50.3677867)
СТО,POINT (30.546483 50.3651976)
Вул. Лисогірська,POINT (30.5370646 50.3900809)
Вул. Лисогірська,POINT (30.5370381 50.3899671)
"Церква Спаса на Берестові, Меморіал жертв Голодомору",POINT (30.5532583 50.4362891)
Київ-Деміївський,POINT (30.5370476 50.4033481)
Кругла Башта,POINT (30.5419097 50.4254769)
Вул. Куп’янська,POINT (30.494354 50.4097545)
Совські ставки,POINT (30.4978306 50.4106014)
Вул. Куп’янська,POINT (30.4933035 50.4096171)
Совські ставки,POINT (30.4977959 50.4107548)
Парк вічної Слави,POINT (30.5510097 50.4396349)
Пл. Європейська,POINT (30.5285309 50.4512011)
Вул. Садова,POINT (30.5354321 50.4476004)
Пл. Європейська,POINT (30.5285653 50.4516918)
Парк вічної Слави,POINT (30.5508204 50.4395726)
Вул. Садова,POINT (30.5348106 50.4480404)
Центр надання адміністративних послуг Печерського району,POINT (30.5461002 50.436626)
"Стадіон ""Арсенал""",POINT (30.5420667 50.4440797)
Вул. Сумська,POINT (30.4806037 50.4013188)
Вул. Сумська,POINT (30.4809171 50.4013784)
Вул. Преображенська,POINT (30.4757073 50.4226964)
Вул. Зенітна,POINT (30.4862198 50.4186591)
Вул. Яслинська,POINT (30.4903661 50.417532)
Вул. Університетська,POINT (30.4821833 50.4186937)
Вул. Олекси Гірника,POINT (30.4340672 50.4219462)
Вул. Олекси Гірника,POINT (30.4348913 50.4216135)
Вул. Ушакова,POINT (30.3465959 50.4546129)
Кемпінг,POINT (30.3373879 50.4539465)
Кемпінг,POINT (30.3364451 50.4542244)
вул. Академіка Шалімова,POINT (30.4199688 50.4380802)
вул. Академіка Шалімова,POINT (30.4198837 50.4384516)
проспект Любомира Гузара,POINT (30.4190303 50.4375637)
Медмістечко,POINT (30.4129994 50.4333076)
Вул. Стражеска,POINT (30.4208388 50.433941)
Вул. Академіка Шалімова,POINT (30.4297478 50.4281997)
Вул. Академіка Корольова,POINT (30.3936556 50.4278579)
Вул. Івана Дзюби,POINT (30.3937425 50.4262988)
"В/о ""Кристал""",POINT (30.3930753 50.4246075)
"В/о ""Кристал""",POINT (30.3923196 50.4238859)
Бібліотека,POINT (30.3852452 50.4145445)
Гастроном,POINT (30.381352 50.4147991)
Школа №196,POINT (30.3778195 50.4170091)
"Станція ЛШТ ""Кільцева дорога""",POINT (30.3678498 50.4238193)
